ScheduleTime,Airline,FlightNumber,Destination,AircraftType,FlightType,Sector,SeatCapacity,LoadFactor
2022-03-08 17:40:00,DO,729,LAS,321,J,US,200,0.46149172115856946
2022-03-08 17:20:00,CN,516,EST,AT7,J,US,72,0.5565286617039412
2022-03-08 16:45:00,DO,2915,AMN,32N,C,US,180,0.6243598745131098
2022-03-08 17:35:00,LJ,1386,LAS,320,J,US,180,0.6479645244408148
2022-03-08 17:25:00,DO,717,YLL,CR9,J,CA,90,0.2258008729738601
2022-03-08 18:15:00,SV,1672,YEG,73H,J,CA,186,0.573868413265329
2022-03-08 17:35:00,NU,536,UTM,AT7,J,US,48,0.44977547448113997
2022-03-08 18:25:00,DO,1045,YVR,32N,J,CA,180,0.3918390278409526
2022-03-08 17:25:00,CN,556,CKE,AT7,J,US,68,0.5082386866738351
2022-03-08 19:05:00,CN,516,EST,AT4,J,US,46,0.604546080754951
2022-03-08 19:00:00,UK,1314,YXX,319,J,CA,131,0.6341977774449227
2022-03-08 18:45:00,DO,1002,YYZ,32N,J,CA,180,0.419099498708475
2022-03-08 18:55:00,IA,878,DEN,E90,J,US,100,0.6745291203362376
2022-03-08 19:20:00,DO,976,YYJ,32N,J,CA,180,0.2590696373241508
2022-03-08 19:00:00,JZ,820,YHM,32B,J,CA,209,0.5877552897985597
2022-03-08 20:05:00,ML,654,YKF,E70,J,CA,76,0.5285701378620169
2022-03-08 20:10:00,KU,924,YZF,32A,J,CA,180,0.6292859337839846
2022-03-08 19:30:00,NH,602,MSP,320,J,US,174,0.5908888186556621
2022-03-08 20:15:00,CL,3466,YYT,73H,J,CA,189,0.5853954120612932
2022-03-08 20:05:00,BJ,3582,ZSW,32A,J,CA,180,0.4209171955390561
2022-03-08 20:50:00,LJ,1776,YLW,320,J,CA,186,0.6848960321704128
2022-03-08 20:05:00,DO,1460,YKK,CR9,J,CA,90,0.30266531357053816
2022-03-08 21:35:00,DO,709,ZSW,CR9,J,CA,90,0.282564757119422
2022-03-08 21:05:00,CN,529,ONL,AT7,J,US,68,0.2811954196500484
2022-03-08 20:30:00,DO,648,YXE,32N,J,CA,180,0.16968947683129504
2022-03-08 21:15:00,LJ,3154,DEN,320,J,US,186,0.6291439809236512
2022-03-08 21:15:00,LJ,2396,YKA,320,J,CA,180,0.6364554466713047
2022-03-08 22:05:00,CL,1496,ICL,7M8,J,US,197,0.5841136845712802
2022-03-08 22:25:00,CL,1392,YQL,73H,J,CA,189,0.5758051141363867
2022-03-08 22:05:00,DO,976,YYJ,32N,J,CA,180,0.16032440374724755
2022-03-08 23:45:00,DO,1414,DAB,CR9,J,US,90,0.02922169742633442
2022-03-09 06:50:00,UK,1315,YXX,319,J,CA,131,0.6371333737020494
2022-03-09 06:35:00,DO,2567,YXU,32N,J,CA,180,0.583515870970543
2022-03-09 05:55:00,UK,777,YVR,32N,J,CA,172,0.584537543306268
2022-03-09 06:20:00,VW,770,YYZ,32Q,J,CA,220,0.644992295171317
2022-03-09 06:35:00,SV,1723,YXU,73H,J,CA,186,0.7033612795799548
2022-03-09 07:40:00,DO,651,YXC,32N,J,CA,180,0.2570540656188398
2022-03-09 07:10:00,SV,1527,CKE,73H,J,US,186,0.39735667617353404
2022-03-09 08:05:00,CN,510,EST,AT4,J,US,46,0.5722588088445095
2022-03-09 08:00:00,DO,667,YYZ,32N,J,CA,180,0.3956446340149567
2022-03-09 07:45:00,DO,972,YYJ,32N,J,CA,180,0.2449990875056968
2022-03-09 07:30:00,DO,987,YXC,32N,J,CA,180,0.2570540656188398
2022-03-09 07:25:00,DO,1123,OFF,CR9,J,US,90,0.2777919354180307
2022-03-09 08:45:00,CN,551,CKE,AT7,J,US,68,0.47567976320870226
2022-03-09 07:25:00,NU,534,UTM,AT7,J,US,48,0.38472480917436236
2022-03-09 09:05:00,DO,704,YQQ,CR9,J,CA,90,0.366988741850745
2022-03-09 07:40:00,CN,511,EST,AT7,J,US,72,0.49873582448846876
2022-03-09 08:50:00,WN,743,CRW,788,C,US,300,0.7454491312442291
2022-03-09 08:30:00,DO,679,YWG,32N,J,CA,180,0.32078040856781564
2022-03-09 09:15:00,DO,688,YLW,321,J,CA,200,0.5162804264035408
2022-03-09 08:40:00,JZ,817,YHM,32B,J,CA,209,0.5661031441514699
2022-03-09 08:50:00,BJ,3581,ZSW,32A,J,CA,180,0.4000126645834288
2022-03-09 09:55:00,DO,902,CKE,32N,J,US,180,0.30071013509121863
2022-03-09 08:30:00,LW,555,RNH,32Q,C,US,221,0.7916039139234662
2022-03-09 09:15:00,LJ,3140,DEN,319,J,US,156,0.6690024538875347
2022-03-09 09:30:00,DO,644,YXE,CR9,J,CA,90,0.10841885214975887
2022-03-09 09:30:00,PW,1083,YLW,223,J,CA,148,0.7233531710069195
2022-03-09 10:20:00,IA,875,DEN,73H,J,US,186,0.6320057713033198
2022-03-09 10:20:00,CL,635,BWI,73H,J,US,189,0.6718192078887133
2022-03-09 09:35:00,DO,679,YQR,32N,J,CA,180,0.39386484474138206
2022-03-09 11:20:00,CN,525,ONL,AT7,J,US,72,0.3165910709199677
2022-03-09 10:30:00,PU,857,ASE,738,J,US,189,0.6434808998608463
2022-03-09 10:45:00,GQ,1094,CYT,321,J,US,180,0.5881059289690033
2022-03-09 11:15:00,CL,1849,YXU,73H,J,CA,189,0.7715590220214243
2022-03-09 11:25:00,DO,986,YXC,32N,J,CA,180,0.27736192914242613
2022-03-09 11:30:00,CL,3040,FTL,73H,J,US,189,0.6020577638322114
2022-03-09 11:45:00,SV,1730,RNH,73H,J,US,186,0.5725203139363917
2022-03-09 12:25:00,DO,915,KWT,AT7,J,US,70,0.18945332564797376
2022-03-09 12:25:00,DO,803,EWR,333,J,US,266,0.2087047089541143
2022-03-09 11:45:00,SH,617,SIN,359,J,SG,253,0.18782337096084237
2022-03-09 12:25:00,DO,810,BOW,359,J,US,300,0.18691163709902675
2022-03-09 12:50:00,DO,682,DEN,32N,J,US,180,0.38765305373648945
2022-03-09 13:35:00,DO,1415,DAB,CR9,J,US,90,0.1350570266275168
2022-03-09 12:50:00,DO,1051,HDE,CR9,J,US,90,0.3464112484783671
2022-03-09 12:45:00,MC,753,YXH,320,J,CA,174,0.6048323098559528
2022-03-09 13:50:00,DO,1070,YHM,32N,J,CA,180,0.4026741996583627
2022-03-09 14:05:00,UK,1313,YXX,319,J,CA,131,0.6465835836872226
2022-03-09 12:55:00,CN,514,EST,AT7,J,US,72,0.5617539700797782
2022-03-09 13:15:00,DO,1124,OFF,32N,J,US,180,0.35233495667193465
2022-03-09 14:00:00,DO,1040,ZSW,CR9,J,CA,90,0.3392754511561052
2022-03-09 14:25:00,SV,1529,CKE,73H,J,US,186,0.4285798027621234
2022-03-09 14:45:00,UK,776,YVR,32A,J,CA,172,0.6194091879946372
2022-03-09 15:40:00,DO,668,YYZ,32N,J,CA,180,0.4262250244365113
2022-03-09 15:25:00,VW,772,YYZ,319,J,CA,143,0.7066630890697588
2022-03-09 14:40:00,NU,535,UTM,AT7,J,US,48,0.4479016330917856
2022-03-09 14:40:00,DO,1016,DEN,32N,J,US,180,0.38668844083606146
2022-03-09 16:25:00,ZL,1743,DFW,320,J,US,180,0.6512704992312425
2022-03-09 15:05:00,DO,814,ORD,333,J,US,262,0.152474042161114
2022-03-09 16:45:00,IR,1121,GWV,320,J,US,180,0.5937121237650481
2022-03-09 15:35:00,DO,1385,YXX,32N,J,CA,180,0.40160236379215714
2022-03-09 15:20:00,BJ,1903,YHZ,319,J,CA,150,0.5339168151330609
2022-03-09 17:00:00,DO,1417,YKF,32N,J,CA,180,0.38645196627761036
2022-03-09 16:35:00,EM,770,PTL,223,J,US,145,0.4601674059307621
2022-03-09 17:40:00,CL,701,YBR,73H,J,CA,189,0.6535470172933998
2022-03-09 17:05:00,SV,1570,YYJ,73H,J,CA,186,0.39952327791227793
2022-03-09 16:10:00,DO,905,CKE,CR9,J,US,90,0.31983272998863066
2022-03-09 17:20:00,DO,969,YYJ,32N,J,CA,180,0.2776744554379796
2022-03-09 17:05:00,DO,686,YLW,321,J,CA,200,0.5107385018687874
2022-03-09 17:05:00,CN,516,EST,AT7,J,US,72,0.5726443097327945
2022-03-09 18:10:00,IA,877,DEN,73H,J,US,186,0.6310411584028918
2022-03-09 18:15:00,SV,1530,CKE,73H,J,US,186,0.4237913520559573
2022-03-09 18:25:00,CL,2475,AIV,73H,J,US,189,0.5986037181329719
2022-03-09 17:40:00,GQ,1095,CYT,7M9,J,US,169,0.5432895461296947
2022-03-09 18:40:00,DO,703,YZF,32N,J,CA,180,0.4134130402642167
2022-03-09 18:25:00,NU,536,UTM,AT7,J,US,48,0.4595462928283807
2022-03-09 17:55:00,LJ,1162,YWG,320,J,CA,186,0.6247799816452574
2022-03-09 18:00:00,NV,1253,YCD,320,J,CA,180,0.5892766568714767
2022-03-09 17:45:00,CN,516,EST,AT4,J,US,46,0.6337343503661225
2022-03-09 18:15:00,DO,1002,YYZ,32N,J,CA,180,0.4239624116028301
2022-03-09 18:15:00,SV,1531,CKE,73H,J,US,186,0.4237913520559573
2022-03-09 18:55:00,JZ,820,YHM,320,J,CA,174,0.5831510840556875
2022-03-09 18:50:00,LJ,1385,LAS,320,J,US,186,0.6475396760921521
2022-03-09 20:15:00,ML,654,YKF,E70,J,CA,76,0.5338477749763069
2022-03-09 20:35:00,EM,546,GBR,223,J,US,145,0.41844664821606264
2022-03-09 20:10:00,DO,683,DEN,32N,J,US,180,0.33615995240148716
2022-03-09 20:10:00,ZT,571,KEF,7M9,J,IS,178,0.5862874037118625
2022-03-09 19:50:00,LJ,3154,DEN,320,J,US,186,0.643155192588051
2022-03-09 21:20:00,NI,2312,CLR,DH4,J,US,76,0.5021406164987986
2022-03-09 20:25:00,CL,1496,ICL,7M8,J,US,197,0.6122579358643039
2022-03-09 21:15:00,DO,709,ZSW,CR9,J,CA,90,0.2872829682301608
2022-03-09 20:05:00,DO,907,CKE,32N,J,US,180,0.24462436699445625
2022-03-09 20:40:00,DO,1125,OFF,32N,J,US,180,0.2981909842338566
2022-03-09 20:20:00,FZ,2487,YWQ,73H,J,CA,189,0.5514877410485761
2022-03-09 20:25:00,DO,747,YJO,CR9,J,CA,90,0.17322154582034768
2022-03-09 22:15:00,CN,518,EST,AT7,J,US,72,0.5108875535879961
2022-03-09 23:15:00,CL,2961,YQU,7M8,J,CA,197,0.5458663959237597
2022-03-09 23:20:00,DO,751,HFD,32N,J,US,180,0.20751484189944067
2022-03-09 23:20:00,DO,1414,DAB,CR9,J,US,90,0.03251239519464382
2022-03-10 05:50:00,UK,1315,YXX,32A,J,CA,172,0.6481922351336261
2022-03-10 05:20:00,IA,874,DEN,73J,J,US,188,0.5991175304031235
2022-03-10 07:10:00,VW,770,YYZ,32N,J,CA,180,0.6261294697406534
2022-03-10 07:00:00,SV,1743,BWI,73H,J,US,186,0.5787852487566716
2022-03-10 06:20:00,DO,2567,YXU,32N,J,CA,180,0.5881552828699553
2022-03-10 07:15:00,SV,1564,YYJ,73H,J,CA,186,0.36612432121669775
2022-03-10 07:10:00,DO,634,YYJ,321,J,CA,200,0.32266733672401465
2022-03-10 07:05:00,CN,510,EST,AT4,J,US,46,0.5733728336024533
2022-03-10 07:55:00,DO,700,YZF,32N,J,CA,180,0.3953067447169983
2022-03-10 08:45:00,CL,3040,FTL,73H,J,US,189,0.5853587491339891
2022-03-10 08:45:00,DO,1043,ZSW,32N,J,CA,180,0.37581037859116556
2022-03-10 08:15:00,DO,1047,YLL,CR9,J,CA,90,0.19835221174793521
2022-03-10 08:45:00,DO,1123,OFF,CR9,J,US,90,0.296914347615936
2022-03-10 07:40:00,CN,551,CKE,AT7,J,US,68,0.5061300108166094
2022-03-10 07:50:00,NU,534,UTM,AT7,J,US,48,0.4139392450794643
2022-03-10 08:40:00,SH,617,BWI,359,J,US,253,0.18175122246008216
2022-03-10 08:35:00,DO,914,KWT,AT7,J,US,70,0.17108615549614353
2022-03-10 08:00:00,DO,1061,LAS,321,J,US,200,0.46901742671903085
2022-03-10 08:35:00,JZ,817,YHM,320,J,CA,174,0.5666133356930286
2022-03-10 08:00:00,SV,1718,YFI,73H,J,CA,186,0.6161422991576537
2022-03-10 08:40:00,LJ,2394,YKA,319,J,CA,156,0.6709631478845753
2022-03-10 08:25:00,ZY,811,YXC,73H,J,CA,186,0.48063732543301413
2022-03-10 09:30:00,DO,644,YXE,CR9,J,CA,90,0.11298781397755377
2022-03-10 09:55:00,KU,922,YZF,32A,J,CA,180,0.6827947245460747
2022-03-10 09:50:00,PW,1083,YLW,223,J,CA,148,0.7295035719090123
2022-03-10 10:25:00,IA,875,DEN,73H,J,US,186,0.6512737636832361
2022-03-10 10:05:00,CL,635,BWI,73H,J,US,189,0.6850023222790319
2022-03-10 10:40:00,DO,679,YQR,32N,J,CA,180,0.40523102310045184
2022-03-10 10:30:00,LW,672,ARB,32Q,C,US,221,0.7181080915813615
2022-03-10 11:10:00,CN,525,ONL,AT7,J,US,72,0.4063122106641797
2022-03-10 10:30:00,IR,1123,YFI,320,J,CA,180,0.6775354084209556
2022-03-10 10:10:00,DO,754,OBT,CR9,J,US,90,0.2548165188278285
2022-03-10 10:40:00,ZY,2190,YXU,73H,J,CA,186,0.8223848024831085
2022-03-10 12:20:00,DO,973,YYJ,32N,J,CA,180,0.29239430452652404
2022-03-10 11:00:00,ZP,800,KEF,32Q,J,IS,192,0.5907129777515832
2022-03-10 12:30:00,DO,1057,YKA,32N,J,CA,180,0.43074718696388775
2022-03-10 12:25:00,DO,764,AIY,321,J,US,200,0.6178335941368727
2022-03-10 12:00:00,DO,915,KWT,AT7,J,US,70,0.2048448405602992
2022-03-10 12:25:00,DO,803,EWR,333,J,US,266,0.21724530316459212
2022-03-10 12:15:00,DO,985,YXC,CR9,J,CA,90,0.3131963562291107
2022-03-10 12:20:00,DO,811,CPH,359,J,DK,300,0.17934263251359603
2022-03-10 12:05:00,VW,771,YYZ,320,J,CA,180,0.693972449475825
2022-03-10 13:20:00,DO,682,DEN,32N,J,US,180,0.40388471476868004
2022-03-10 12:40:00,DO,1415,DAB,CR9,J,US,90,0.14996441840910557
2022-03-10 13:30:00,AY,651,YYG,320,J,CA,174,0.603869160857591
2022-03-10 13:40:00,ZT,568,KEF,7M9,J,IS,178,0.6038466521177761
2022-03-10 13:15:00,LJ,3140,DEN,320,J,US,186,0.6641079139462314
2022-03-10 14:10:00,DO,753,HFD,32N,J,US,180,0.33223165031457746
2022-03-10 13:05:00,GQ,3125,ASE,73H,J,US,189,0.6654247196003781
2022-03-10 14:55:00,DO,1124,OFF,32N,J,US,180,0.35841854439712956
2022-03-10 14:45:00,DO,1040,ZSW,CR9,J,CA,90,0.35097542804839277
2022-03-10 14:15:00,SV,1529,CKE,73H,J,US,186,0.48243513075915656
2022-03-10 14:20:00,UK,776,YVR,32A,J,CA,172,0.6394157535447341
2022-03-10 13:45:00,RS,839,YXC,73H,J,CA,189,0.46992206757149857
2022-03-10 14:00:00,DO,905,CKE,CR9,J,US,90,0.33998415734657383
2022-03-10 15:15:00,DO,668,YYZ,32N,J,CA,180,0.4366782970694815
2022-03-10 15:05:00,VW,772,YYZ,32A,J,CA,180,0.7161421277617545
2022-03-10 14:35:00,PW,1117,YLW,319,J,CA,143,0.7458073702788071
2022-03-10 15:00:00,CN,526,ONL,AT7,J,US,68,0.40053702930715096
2022-03-10 14:50:00,DO,986,YXC,32N,J,CA,180,0.2864034208651229
2022-03-10 16:10:00,TN,553,DOH,788,J,QA,254,0.5028890834112991
2022-03-10 16:25:00,DO,1385,YXX,32N,J,CA,180,0.4129685421512269
2022-03-10 16:55:00,DO,1417,YKF,32N,J,CA,180,0.39781814463668014
2022-03-10 17:10:00,IR,1124,YFI,320,J,CA,180,0.66833427699536
2022-03-10 17:10:00,CL,3779,YWG,73H,J,CA,189,0.622143114819403
2022-03-10 17:25:00,SV,1579,YXC,73H,J,CA,186,0.41704594078579343
2022-03-10 17:40:00,SV,1570,YYJ,73H,J,CA,186,0.4310767023040706
2022-03-10 17:40:00,DO,905,CKE,CR9,J,US,90,0.3460735977054358
2022-03-10 16:15:00,DO,989,YXC,321,J,CA,200,0.3672838588438034
2022-03-10 17:05:00,DO,729,LAS,321,J,US,200,0.47365727682911984
2022-03-10 17:15:00,CN,516,EST,AT7,J,US,72,0.5958228064510187
2022-03-10 18:05:00,DO,705,YQQ,32N,J,CA,180,0.4167987545814649
2022-03-10 18:05:00,DO,717,YLL,CR9,J,CA,90,0.23987677770644836
2022-03-10 17:55:00,DO,703,YZF,32N,J,CA,180,0.4230464175409962
2022-03-10 17:15:00,PW,850,YLW,319,J,CA,143,0.7444056363694457
2022-03-10 17:50:00,DO,1045,YVR,32N,J,CA,180,0.41249166371006224
2022-03-10 18:20:00,CN,556,CKE,AT7,J,US,68,0.5801414152963973
2022-03-10 18:40:00,UK,1314,YXX,319,J,CA,131,0.6593155560081538
2022-03-10 18:20:00,DO,699,YCD,32N,J,CA,180,0.41670240740104414
2022-03-10 19:15:00,IA,878,DEN,E90,J,US,100,0.6867358711063515
2022-03-10 18:45:00,DO,976,YYJ,32N,J,CA,180,0.29239430452652404
2022-03-10 19:10:00,DO,990,YXC,32N,J,CA,180,0.27205257739644156
2022-03-10 19:05:00,DO,906,CKE,AT7,J,US,70,0.3561979670021974
2022-03-10 19:35:00,VJ,669,YHZ,319,J,CA,144,0.5225216958685142
2022-03-10 20:10:00,EM,546,GBR,223,J,US,145,0.4360778482166932
2022-03-10 19:20:00,DO,683,DEN,32N,J,US,180,0.3909095361664578
2022-03-10 20:30:00,ZT,571,KEF,75W,J,IS,183,0.5944423694930806
2022-03-10 19:45:00,NI,2312,CLR,DH4,J,US,76,0.5337135083309736
2022-03-10 20:20:00,CL,702,DFW,73H,J,US,189,0.6717662741688427
2022-03-10 19:50:00,BJ,3582,ZSW,32A,J,CA,180,0.47328413248668133
2022-03-10 20:05:00,CL,1496,ICL,73H,J,US,189,0.6509702163305174
2022-03-10 20:45:00,DO,907,CKE,32N,J,US,180,0.28546579008231765
2022-03-10 21:25:00,DO,1125,OFF,32N,J,US,180,0.30023306844045594
2022-03-10 21:25:00,DO,1456,AUM,32N,J,US,180,0.23587958014941138
2022-03-10 21:50:00,DO,747,YJO,CR9,J,CA,90,0.1926180366880595
2022-03-10 21:50:00,MD,2574,ZTM,320,J,CA,180,0.7007590738792915
2022-03-10 22:20:00,LJ,1162,YWG,320,J,CA,186,0.5970880018214337
2022-03-10 22:15:00,LW,672,MCE,32Q,C,US,221,0.1782343152243573
2022-03-10 22:35:00,CL,2961,YQU,73H,J,CA,189,0.6184944329239752
2022-03-10 22:50:00,DO,976,YYJ,32N,J,CA,180,0.17630515171040423
2022-03-10 23:00:00,DO,991,YXC,32N,J,CA,180,0.14959230977914467
2022-03-11 05:35:00,MC,751,YXH,319,J,CA,144,0.6415052743569677
2022-03-11 05:35:00,IA,874,DEN,73J,J,US,188,0.6197531888544829
2022-03-11 06:15:00,PW,950,YLW,319,J,CA,143,0.722841149731324
2022-03-11 07:30:00,SV,1743,BWI,73H,J,US,186,0.603651395258798
2022-03-11 06:15:00,DO,901,CKE,AT7,J,US,70,0.36054343107207343
2022-03-11 07:50:00,ML,653,YKF,E95,J,CA,112,0.5743169778053566
2022-03-11 07:15:00,NV,1256,YCD,320,J,CA,180,0.5914926113957392
2022-03-11 07:35:00,SV,1564,YYJ,73H,J,CA,186,0.40365665384399113
2022-03-11 07:00:00,DO,634,YYJ,321,J,CA,200,0.3546316272929719
2022-03-11 07:05:00,CN,510,EST,AT4,J,US,46,0.5992299812633084
2022-03-11 07:45:00,DO,667,YYZ,32N,J,CA,180,0.4348546050370176
2022-03-11 08:05:00,CL,2961,YQU,73H,J,CA,189,0.6391190445447468
2022-03-11 08:45:00,DO,972,YYJ,32N,J,CA,180,0.30605822027163554
2022-03-11 07:55:00,DO,987,YXC,32N,J,CA,180,0.29445253253521536
2022-03-11 08:45:00,DO,750,YKF,32N,J,CA,180,0.40166517529832607
2022-03-11 08:30:00,DO,1123,OFF,CR9,J,US,90,0.3298775686678925
2022-03-11 08:15:00,CN,551,CKE,AT7,J,US,68,0.5660332729331655
2022-03-11 08:05:00,NU,534,UTM,AT7,J,US,48,0.47127764638132086
2022-03-11 07:35:00,DO,704,YQQ,CR9,J,CA,90,0.3762202381745316
2022-03-11 08:15:00,CN,511,EST,AT7,J,US,72,0.5594548004799514
2022-03-11 07:40:00,DO,1061,LAS,321,J,US,200,0.4920344059889582
2022-03-11 07:45:00,DO,688,YLW,321,J,CA,200,0.5120768248787443
2022-03-11 08:30:00,JZ,817,YHM,320,J,CA,174,0.5943359467587584
2022-03-11 08:30:00,EM,544,GBR,223,J,US,145,0.42720706078067894
2022-03-11 09:05:00,CL,1431,YBR,7M8,J,CA,197,0.7205868676283483
2022-03-11 08:35:00,LJ,2394,YKA,319,J,CA,156,0.696124699500965
2022-03-11 08:50:00,CL,1497,ICL,7M8,J,US,197,0.6707148725780269
2022-03-11 09:00:00,DO,972,YYJ,32N,J,CA,180,0.33269188788520576
2022-03-11 08:35:00,IK,868,BKL,32B,C,US,212,0.8964282744281715
2022-03-11 10:10:00,LJ,1774,YLW,320,J,CA,186,0.7245889672700409
2022-03-11 09:15:00,KU,922,YZF,223,J,CA,145,0.6787993134639055
2022-03-11 09:10:00,CL,1408,DAN,7M8,J,US,197,0.6460251521405942
2022-03-11 10:30:00,PW,1083,YLW,223,J,CA,148,0.7513756635241363
2022-03-11 09:50:00,IA,875,DEN,73H,J,US,186,0.6759138007610894
2022-03-11 10:40:00,ML,654,YKF,E70,J,CA,76,0.5984218995277302
2022-03-11 10:20:00,CL,2413,YWP,73H,J,CA,189,0.5843795251585245
2022-03-11 10:20:00,SV,1600,YKA,73H,J,CA,186,0.6128316423856831
2022-03-11 10:50:00,IR,1123,YFI,320,J,CA,180,0.700260625412204
2022-03-11 11:20:00,DO,1051,HDE,CR9,J,US,90,0.38502268709273973
2022-03-11 11:35:00,CL,1849,YXU,73H,J,CA,189,0.7865727587252309
2022-03-11 12:10:00,GQ,1094,CYT,32Q,J,US,190,0.6089381932097896
2022-03-11 11:55:00,CN,552,CKE,AT7,J,US,68,0.6172961031484022
2022-03-11 11:40:00,DO,986,YXC,32N,J,CA,180,0.3160528687116897
2022-03-11 11:55:00,DO,764,AIY,321,J,US,200,0.6451054771992043
2022-03-11 12:55:00,DO,915,KWT,AT7,J,US,70,0.22843362597665226
2022-03-11 12:45:00,IA,876,DEN,73W,J,US,142,0.6720156693056074
2022-03-11 12:30:00,VW,771,YYZ,320,J,CA,180,0.7176386352861336
2022-03-11 12:45:00,DO,810,BOW,359,J,US,300,0.2102706613831317
2022-03-11 12:10:00,DO,682,DEN,32N,J,US,180,0.4415741182114266
2022-03-11 12:45:00,DO,1415,DAB,CR9,J,US,90,0.16269762970342888
2022-03-11 13:10:00,DO,827,WGO,359,J,US,300,0.11315892438621858
2022-03-11 12:20:00,MC,753,YXH,32N,J,CA,174,0.6322284536909044
2022-03-11 13:10:00,DO,974,YYJ,32N,J,CA,180,0.33269188788520576
2022-03-11 12:25:00,ZT,568,KEF,76W,J,IS,262,0.5563504070517041
2022-03-11 13:40:00,UK,1313,YXX,319,J,CA,131,0.6860714022887903
2022-03-11 14:20:00,DO,753,HFD,32N,J,US,180,0.37229746025689453
2022-03-11 14:00:00,ZL,1743,DFW,321,J,US,200,0.7071903693624159
2022-03-11 13:25:00,DO,1456,AUM,32N,J,US,180,0.3312359259229952
2022-03-11 13:30:00,DO,1040,ZSW,CR9,J,CA,90,0.3814543295840895
2022-03-11 14:15:00,CN,514,EST,AT7,J,US,72,0.622448181097787
2022-03-11 14:10:00,SV,1529,CKE,73H,J,US,186,0.5404660913233988
2022-03-11 14:40:00,FP,550,DXB,77W,J,AE,428,0.49633954750602655
2022-03-11 14:35:00,JP,501,YYW,AT7,J,CA,72,0.5962778768695892
2022-03-11 15:15:00,FZ,2488,YWQ,73H,J,CA,189,0.6124004303992624
2022-03-11 14:20:00,GQ,3125,ASE,73H,J,US,189,0.675008067284734
2022-03-11 15:35:00,WT,753,CAI,32N,J,EG,142,0.6071055326570651
2022-03-11 14:40:00,SV,1680,DEN,73H,J,US,186,0.6040715768501139
2022-03-11 15:05:00,PU,858,ASE,738,J,US,189,0.6733558954954065
2022-03-11 15:15:00,DO,974,YYJ,32N,J,CA,180,0.33269188788520576
2022-03-11 14:50:00,NU,535,UTM,AT7,J,US,48,0.5605655595229875
2022-03-11 15:50:00,DO,1016,DEN,32N,J,US,180,0.44060950531099863
2022-03-11 15:40:00,ZY,813,YXC,73H,J,CA,186,0.5307494405934059
2022-03-11 15:55:00,DO,814,ORD,333,J,US,262,0.17931104134173298
2022-03-11 15:40:00,SV,1724,YXU,73H,J,CA,186,0.7683650812267826
2022-03-11 17:10:00,CL,566,YPE,73H,J,CA,189,0.6402996499429073
2022-03-11 17:00:00,SV,1530,CKE,73H,J,US,186,0.5404660913233988
2022-03-11 16:30:00,DO,709,ZSW,32N,J,CA,180,0.43458146080425974
2022-03-11 17:35:00,DO,680,YWG,32N,J,CA,180,0.38087677661359565
2022-03-11 16:55:00,DO,919,KWT,CR9,J,US,90,0.2589519465367778
2022-03-11 16:30:00,LJ,884,SCM,319,J,US,156,0.7104989732864216
2022-03-11 16:55:00,DO,969,YYJ,32N,J,CA,180,0.33269188788520576
2022-03-11 17:40:00,DO,705,YQQ,32N,J,CA,180,0.45169516289117695
2022-03-11 16:55:00,DO,717,YLL,CR9,J,CA,90,0.27837817875385373
2022-03-11 17:55:00,GQ,1095,CYT,32Q,J,US,190,0.604149006265313
2022-03-11 17:40:00,SV,1672,YEG,73H,J,CA,186,0.6083069123913273
2022-03-11 18:25:00,NU,536,UTM,AT7,J,US,48,0.5707902868063336
2022-03-11 17:25:00,PW,850,YLW,319,J,CA,143,0.7591357918219638
2022-03-11 18:10:00,DO,1045,YVR,32N,J,CA,180,0.4473880720197741
2022-03-11 18:40:00,CN,556,CKE,AT7,J,US,68,0.619770173415059
2022-03-11 18:30:00,PU,2336,UGB,738,J,US,189,0.7795642263697901
2022-03-11 18:00:00,DO,686,YLW,321,J,CA,200,0.5343413512631099
2022-03-11 18:50:00,DO,1002,YYZ,32N,J,CA,180,0.46780126934821253
2022-03-11 18:25:00,SV,1579,YXC,73H,J,CA,186,0.4420775798762099
2022-03-11 19:15:00,DO,976,YYJ,32N,J,CA,180,0.31997461543840156
2022-03-11 18:25:00,SV,1712,YLW,73H,J,CA,186,0.643696881579079
2022-03-11 18:50:00,RS,839,YXC,73H,J,CA,189,0.4820350840715712
2022-03-11 19:45:00,LJ,1385,LAS,320,J,US,186,0.6835024764909147
2022-03-11 18:45:00,DO,1057,YKA,CR9,J,CA,90,0.4292759418526661
2022-03-11 19:45:00,LJ,1975,SFO,320,J,US,186,0.7112861260768237
2022-03-11 20:40:00,EM,546,GBR,223,J,US,145,0.46202644268518955
2022-03-11 20:00:00,SV,1532,CKE,73H,J,US,186,0.49268134612568465
2022-03-11 20:40:00,ZT,571,KEF,75W,J,IS,183,0.6067743418003981
2022-03-11 20:05:00,LJ,3154,DEN,320,J,US,186,0.676662678081532
2022-03-11 20:20:00,NI,2312,CLR,DH4,J,US,76,0.5523723887805639
2022-03-11 21:00:00,ZY,2191,YXU,73H,J,CA,186,0.7918101483237178
2022-03-11 21:25:00,DO,709,ZSW,CR9,J,CA,90,0.325044302315518
2022-03-11 21:30:00,LJ,990,YQQ,320,J,CA,186,0.6726021205477243
2022-03-11 20:15:00,DO,1125,OFF,32N,J,US,180,0.3464760183982542
2022-03-11 20:55:00,DO,747,YJO,CR9,J,CA,90,0.19082995377216566
